Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
100.0,0.0198,1.0,939.0,15,3D,Steel,Double,PLA
101.0,0.0199,1.01,943.0,15,3D,Steel,Double,PLA
101.0,0.02,1.02,946.0,15,3D,Steel,Double,PLA
102.0,0.0201,1.02,951.0,15,3D,Steel,Double,PLA
102.0,0.0202,1.03,955.0,15,3D,Steel,Double,PLA
102.0,0.0203,1.03,958.0,15,3D,Steel,Double,PLA
103.0,0.0204,1.04,963.0,15,3D,Steel,Double,PLA
103.0,0.0205,1.04,966.0,15,3D,Steel,Double,PLA
104.0,0.0206,1.05,970.0,15,3D,Steel,Double,PLA
104.0,0.0207,1.05,974.0,15,3D,Steel,Double,PLA
104.0,0.0208,1.06,978.0,15,3D,Steel,Double,PLA
105.0,0.0209,1.06,982.0,15,3D,Steel,Double,PLA
105.0,0.0211,1.07,986.0,15,3D,Steel,Double,PLA
106.0,0.0212,1.08,989.0,15,3D,Steel,Double,PLA
106.0,0.0213,1.08,994.0,15,3D,Steel,Double,PLA
106.0,0.0214,1.09,996.0,15,3D,Steel,Double,PLA
107.0,0.0215,1.09,1000.0,15,3D,Steel,Double,PLA
107.0,0.0216,1.1,1000.0,15,3D,Steel,Double,PLA
108.0,0.0217,1.1,1010.0,15,3D,Steel,Double,PLA
108.0,0.0218,1.11,1010.0,15,3D,Steel,Double,PLA
108.0,0.0219,1.11,1020.0,15,3D,Steel,Double,PLA
109.0,0.022,1.12,1020.0,15,3D,Steel,Double,PLA
109.0,0.0221,1.12,1020.0,15,3D,Steel,Double,PLA
110.0,0.0222,1.13,1030.0,15,3D,Steel,Double,PLA
110.0,0.0223,1.13,1030.0,15,3D,Steel,Double,PLA
110.0,0.0224,1.14,1030.0,15,3D,Steel,Double,PLA
111.0,0.0225,1.14,1040.0,15,3D,Steel,Double,PLA
111.0,0.0226,1.15,1040.0,15,3D,Steel,Double,PLA
112.0,0.0227,1.16,1050.0,15,3D,Steel,Double,PLA
112.0,0.0228,1.16,1050.0,15,3D,Steel,Double,PLA
112.0,0.023,1.17,1050.0,15,3D,Steel,Double,PLA
113.0,0.0231,1.17,1060.0,15,3D,Steel,Double,PLA
113.0,0.0232,1.18,1060.0,15,3D,Steel,Double,PLA
114.0,0.0233,1.18,1060.0,15,3D,Steel,Double,PLA
