Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
212,0.193,2.97,0.386,30,Hex,Without Mesh,Zero,PLA
213,0.195,2.99,0.389,30,Hex,Without Mesh,Zero,PLA
215,0.196,3.01,0.392,30,Hex,Without Mesh,Zero,PLA
216,0.198,3.03,0.396,30,Hex,Without Mesh,Zero,PLA
218,0.199,3.05,0.399,30,Hex,Without Mesh,Zero,PLA
220,0.201,3.08,0.402,30,Hex,Without Mesh,Zero,PLA
221,0.203,3.1,0.405,30,Hex,Without Mesh,Zero,PLA
223,0.204,3.12,0.408,30,Hex,Without Mesh,Zero,PLA
224,0.206,3.14,0.411,30,Hex,Without Mesh,Zero,PLA
226,0.207,3.16,0.414,30,Hex,Without Mesh,Zero,PLA
228,0.209,3.18,0.417,30,Hex,Without Mesh,Zero,PLA
229,0.21,3.2,0.421,30,Hex,Without Mesh,Zero,PLA
231,0.212,3.23,0.424,30,Hex,Without Mesh,Zero,PLA
233,0.214,3.25,0.427,30,Hex,Without Mesh,Zero,PLA
234,0.215,3.27,0.43,30,Hex,Without Mesh,Zero,PLA
235,0.217,3.29,0.433,30,Hex,Without Mesh,Zero,PLA
237,0.218,3.31,0.436,30,Hex,Without Mesh,Zero,PLA
239,0.22,3.34,0.439,30,Hex,Without Mesh,Zero,PLA
240,0.221,3.35,0.442,30,Hex,Without Mesh,Zero,PLA
242,0.223,3.38,0.446,30,Hex,Without Mesh,Zero,PLA
243,0.224,3.4,0.449,30,Hex,Without Mesh,Zero,PLA
244,0.226,3.42,0.452,30,Hex,Without Mesh,Zero,PLA
246,0.228,3.44,0.455,30,Hex,Without Mesh,Zero,PLA
248,0.229,3.46,0.458,30,Hex,Without Mesh,Zero,PLA
249,0.231,3.48,0.461,30,Hex,Without Mesh,Zero,PLA
251,0.232,3.51,0.465,30,Hex,Without Mesh,Zero,PLA
252,0.234,3.53,0.468,30,Hex,Without Mesh,Zero,PLA
254,0.235,3.55,0.471,30,Hex,Without Mesh,Zero,PLA
255,0.237,3.57,0.474,30,Hex,Without Mesh,Zero,PLA
257,0.239,3.59,0.477,30,Hex,Without Mesh,Zero,PLA
259,0.24,3.62,0.48,30,Hex,Without Mesh,Zero,PLA
260,0.242,3.63,0.484,30,Hex,Without Mesh,Zero,PLA
262,0.243,3.66,0.487,30,Hex,Without Mesh,Zero,PLA
263,0.245,3.68,0.49,30,Hex,Without Mesh,Zero,PLA
264,0.246,3.7,0.493,30,Hex,Without Mesh,Zero,PLA
266,0.248,3.72,0.496,30,Hex,Without Mesh,Zero,PLA
267,0.25,3.74,0.499,30,Hex,Without Mesh,Zero,PLA
269,0.251,3.76,0.502,30,Hex,Without Mesh,Zero,PLA
271,0.253,3.78,0.505,30,Hex,Without Mesh,Zero,PLA
272,0.254,3.8,0.508,30,Hex,Without Mesh,Zero,PLA
274,0.256,3.83,0.512,30,Hex,Without Mesh,Zero,PLA
275,0.257,3.85,0.515,30,Hex,Without Mesh,Zero,PLA
277,0.259,3.87,0.518,30,Hex,Without Mesh,Zero,PLA
278,0.26,3.89,0.521,30,Hex,Without Mesh,Zero,PLA
280,0.262,3.91,0.524,30,Hex,Without Mesh,Zero,PLA
281,0.264,3.93,0.527,30,Hex,Without Mesh,Zero,PLA
283,0.265,3.95,0.53,30,Hex,Without Mesh,Zero,PLA
284,0.267,3.98,0.534,30,Hex,Without Mesh,Zero,PLA
286,0.268,4,0.537,30,Hex,Without Mesh,Zero,PLA
287,0.27,4.02,0.54,30,Hex,Without Mesh,Zero,PLA
289,0.271,4.04,0.543,30,Hex,Without Mesh,Zero,PLA
290,0.273,4.06,0.546,30,Hex,Without Mesh,Zero,PLA
292,0.274,4.08,0.549,30,Hex,Without Mesh,Zero,PLA
293,0.276,4.1,0.552,30,Hex,Without Mesh,Zero,PLA
295,0.278,4.12,0.556,30,Hex,Without Mesh,Zero,PLA
296,0.279,4.15,0.559,30,Hex,Without Mesh,Zero,PLA
298,0.281,4.17,0.562,30,Hex,Without Mesh,Zero,PLA
299,0.282,4.19,0.565,30,Hex,Without Mesh,Zero,PLA
301,0.284,4.21,0.568,30,Hex,Without Mesh,Zero,PLA
302,0.286,4.23,0.571,30,Hex,Without Mesh,Zero,PLA
304,0.287,4.25,0.574,30,Hex,Without Mesh,Zero,PLA
305,0.289,4.27,0.577,30,Hex,Without Mesh,Zero,PLA
307,0.29,4.29,0.581,30,Hex,Without Mesh,Zero,PLA
308,0.292,4.31,0.584,30,Hex,Without Mesh,Zero,PLA
310,0.294,4.34,0.587,30,Hex,Without Mesh,Zero,PLA
312,0.295,4.36,0.59,30,Hex,Without Mesh,Zero,PLA
313,0.297,4.38,0.593,30,Hex,Without Mesh,Zero,PLA
314,0.298,4.4,0.596,30,Hex,Without Mesh,Zero,PLA
316,0.3,4.42,0.599,30,Hex,Without Mesh,Zero,PLA
317,0.301,4.44,0.603,30,Hex,Without Mesh,Zero,PLA
319,0.303,4.46,0.606,30,Hex,Without Mesh,Zero,PLA
320,0.304,4.48,0.609,30,Hex,Without Mesh,Zero,PLA
322,0.306,4.5,0.612,30,Hex,Without Mesh,Zero,PLA
324,0.308,4.53,0.615,30,Hex,Without Mesh,Zero,PLA
325,0.309,4.55,0.618,30,Hex,Without Mesh,Zero,PLA
327,0.311,4.57,0.621,30,Hex,Without Mesh,Zero,PLA
328,0.312,4.59,0.624,30,Hex,Without Mesh,Zero,PLA
330,0.314,4.61,0.628,30,Hex,Without Mesh,Zero,PLA
331,0.315,4.63,0.631,30,Hex,Without Mesh,Zero,PLA
332,0.317,4.65,0.634,30,Hex,Without Mesh,Zero,PLA
334,0.319,4.67,0.637,30,Hex,Without Mesh,Zero,PLA
336,0.32,4.69,0.64,30,Hex,Without Mesh,Zero,PLA
337,0.322,4.72,0.643,30,Hex,Without Mesh,Zero,PLA
338,0.323,4.73,0.646,30,Hex,Without Mesh,Zero,PLA
340,0.325,4.76,0.649,30,Hex,Without Mesh,Zero,PLA
342,0.326,4.78,0.653,30,Hex,Without Mesh,Zero,PLA
343,0.328,4.8,0.656,30,Hex,Without Mesh,Zero,PLA
345,0.329,4.82,0.659,30,Hex,Without Mesh,Zero,PLA
346,0.331,4.84,0.662,30,Hex,Without Mesh,Zero,PLA
348,0.333,4.87,0.666,30,Hex,Without Mesh,Zero,PLA
349,0.334,4.88,0.669,30,Hex,Without Mesh,Zero,PLA
351,0.336,4.9,0.672,30,Hex,Without Mesh,Zero,PLA
352,0.337,4.92,0.674,30,Hex,Without Mesh,Zero,PLA
354,0.339,4.95,0.678,30,Hex,Without Mesh,Zero,PLA
355,0.341,4.97,0.681,30,Hex,Without Mesh,Zero,PLA
357,0.342,4.99,0.684,30,Hex,Without Mesh,Zero,PLA
358,0.344,5.01,0.688,30,Hex,Without Mesh,Zero,PLA
360,0.345,5.04,0.691,30,Hex,Without Mesh,Zero,PLA
361,0.347,5.05,0.694,30,Hex,Without Mesh,Zero,PLA
363,0.348,5.07,0.697,30,Hex,Without Mesh,Zero,PLA
364,0.35,5.09,0.7,30,Hex,Without Mesh,Zero,PLA
366,0.352,5.12,0.703,30,Hex,Without Mesh,Zero,PLA
368,0.353,5.14,0.707,30,Hex,Without Mesh,Zero,PLA
369,0.355,5.16,0.709,30,Hex,Without Mesh,Zero,PLA
371,0.356,5.18,0.713,30,Hex,Without Mesh,Zero,PLA
372,0.358,5.2,0.716,30,Hex,Without Mesh,Zero,PLA
373,0.359,5.22,0.719,30,Hex,Without Mesh,Zero,PLA
375,0.361,5.24,0.722,30,Hex,Without Mesh,Zero,PLA
376,0.363,5.26,0.725,30,Hex,Without Mesh,Zero,PLA
378,0.364,5.28,0.728,30,Hex,Without Mesh,Zero,PLA
379,0.366,5.3,0.731,30,Hex,Without Mesh,Zero,PLA
381,0.367,5.33,0.735,30,Hex,Without Mesh,Zero,PLA
382,0.369,5.35,0.738,30,Hex,Without Mesh,Zero,PLA
384,0.371,5.37,0.741,30,Hex,Without Mesh,Zero,PLA
385,0.372,5.39,0.744,30,Hex,Without Mesh,Zero,PLA
387,0.374,5.41,0.747,30,Hex,Without Mesh,Zero,PLA
388,0.375,5.43,0.75,30,Hex,Without Mesh,Zero,PLA
390,0.377,5.45,0.754,30,Hex,Without Mesh,Zero,PLA
391,0.378,5.47,0.757,30,Hex,Without Mesh,Zero,PLA
393,0.38,5.49,0.76,30,Hex,Without Mesh,Zero,PLA
394,0.381,5.51,0.763,30,Hex,Without Mesh,Zero,PLA
395,0.383,5.53,0.766,30,Hex,Without Mesh,Zero,PLA
397,0.385,5.55,0.769,30,Hex,Without Mesh,Zero,PLA
398,0.386,5.57,0.772,30,Hex,Without Mesh,Zero,PLA
400,0.388,5.59,0.775,30,Hex,Without Mesh,Zero,PLA
401,0.389,5.61,0.778,30,Hex,Without Mesh,Zero,PLA
403,0.391,5.63,0.782,30,Hex,Without Mesh,Zero,PLA
404,0.392,5.65,0.785,30,Hex,Without Mesh,Zero,PLA
405,0.394,5.67,0.788,30,Hex,Without Mesh,Zero,PLA
407,0.395,5.69,0.791,30,Hex,Without Mesh,Zero,PLA
408,0.397,5.71,0.794,30,Hex,Without Mesh,Zero,PLA
410,0.398,5.73,0.797,30,Hex,Without Mesh,Zero,PLA
411,0.4,5.75,0.8,30,Hex,Without Mesh,Zero,PLA
412,0.402,5.77,0.803,30,Hex,Without Mesh,Zero,PLA
414,0.403,5.79,0.806,30,Hex,Without Mesh,Zero,PLA
415,0.405,5.81,0.809,30,Hex,Without Mesh,Zero,PLA
417,0.406,5.83,0.812,30,Hex,Without Mesh,Zero,PLA
418,0.408,5.85,0.816,30,Hex,Without Mesh,Zero,PLA
420,0.409,5.87,0.819,30,Hex,Without Mesh,Zero,PLA
421,0.411,5.89,0.822,30,Hex,Without Mesh,Zero,PLA
423,0.412,5.91,0.825,30,Hex,Without Mesh,Zero,PLA
424,0.414,5.93,0.828,30,Hex,Without Mesh,Zero,PLA
425,0.416,5.95,0.831,30,Hex,Without Mesh,Zero,PLA
427,0.417,5.97,0.834,30,Hex,Without Mesh,Zero,PLA
428,0.419,5.99,0.838,30,Hex,Without Mesh,Zero,PLA
430,0.42,6.01,0.84,30,Hex,Without Mesh,Zero,PLA
431,0.422,6.03,0.844,30,Hex,Without Mesh,Zero,PLA
433,0.423,6.05,0.847,30,Hex,Without Mesh,Zero,PLA
434,0.425,6.06,0.85,30,Hex,Without Mesh,Zero,PLA
435,0.427,6.09,0.853,30,Hex,Without Mesh,Zero,PLA
437,0.428,6.11,0.856,30,Hex,Without Mesh,Zero,PLA
438,0.43,6.13,0.859,30,Hex,Without Mesh,Zero,PLA
440,0.431,6.15,0.863,30,Hex,Without Mesh,Zero,PLA
441,0.433,6.17,0.866,30,Hex,Without Mesh,Zero,PLA
442,0.434,6.19,0.869,30,Hex,Without Mesh,Zero,PLA
444,0.436,6.21,0.872,30,Hex,Without Mesh,Zero,PLA
445,0.438,6.22,0.875,30,Hex,Without Mesh,Zero,PLA
447,0.439,6.25,0.878,30,Hex,Without Mesh,Zero,PLA
448,0.441,6.26,0.881,30,Hex,Without Mesh,Zero,PLA
449,0.442,6.28,0.884,30,Hex,Without Mesh,Zero,PLA
451,0.444,6.31,0.888,30,Hex,Without Mesh,Zero,PLA
452,0.445,6.32,0.891,30,Hex,Without Mesh,Zero,PLA
454,0.447,6.34,0.894,30,Hex,Without Mesh,Zero,PLA
