Force (N),Position (mm),Stress (MPa),Strain (%),Infill%,Infill Type,Mesh Type,Number of mesh layer,Base Material
187,0.253,2.71,0.506,30,3D,Without Mesh,Zero,PLA
188,0.255,2.73,0.51,30,3D,Without Mesh,Zero,PLA
189,0.257,2.74,0.514,30,3D,Without Mesh,Zero,PLA
192,0.259,2.78,0.518,30,3D,Without Mesh,Zero,PLA
192,0.261,2.78,0.522,30,3D,Without Mesh,Zero,PLA
194,0.263,2.81,0.526,30,3D,Without Mesh,Zero,PLA
194,0.265,2.81,0.53,30,3D,Without Mesh,Zero,PLA
196,0.267,2.84,0.534,30,3D,Without Mesh,Zero,PLA
198,0.269,2.87,0.538,30,3D,Without Mesh,Zero,PLA
198,0.271,2.87,0.542,30,3D,Without Mesh,Zero,PLA
200,0.273,2.91,0.546,30,3D,Without Mesh,Zero,PLA
200,0.275,2.91,0.55,30,3D,Without Mesh,Zero,PLA
202,0.277,2.94,0.554,30,3D,Without Mesh,Zero,PLA
204,0.279,2.96,0.558,30,3D,Without Mesh,Zero,PLA
204,0.281,2.96,0.562,30,3D,Without Mesh,Zero,PLA
206,0.283,3,0.565,30,3D,Without Mesh,Zero,PLA
207,0.285,3,0.569,30,3D,Without Mesh,Zero,PLA
208,0.287,3.02,0.573,30,3D,Without Mesh,Zero,PLA
210,0.289,3.05,0.577,30,3D,Without Mesh,Zero,PLA
211,0.291,3.06,0.581,30,3D,Without Mesh,Zero,PLA
213,0.293,3.09,0.585,30,3D,Without Mesh,Zero,PLA
213,0.295,3.09,0.589,30,3D,Without Mesh,Zero,PLA
215,0.296,3.12,0.593,30,3D,Without Mesh,Zero,PLA
216,0.298,3.13,0.597,30,3D,Without Mesh,Zero,PLA
217,0.3,3.15,0.601,30,3D,Without Mesh,Zero,PLA
218,0.302,3.17,0.604,30,3D,Without Mesh,Zero,PLA
219,0.304,3.18,0.609,30,3D,Without Mesh,Zero,PLA
221,0.306,3.2,0.613,30,3D,Without Mesh,Zero,PLA
222,0.308,3.22,0.616,30,3D,Without Mesh,Zero,PLA
223,0.31,3.23,0.62,30,3D,Without Mesh,Zero,PLA
225,0.312,3.26,0.624,30,3D,Without Mesh,Zero,PLA
226,0.314,3.28,0.628,30,3D,Without Mesh,Zero,PLA
227,0.316,3.3,0.632,30,3D,Without Mesh,Zero,PLA
228,0.318,3.31,0.636,30,3D,Without Mesh,Zero,PLA
230,0.32,3.34,0.64,30,3D,Without Mesh,Zero,PLA
230,0.322,3.34,0.644,30,3D,Without Mesh,Zero,PLA
232,0.324,3.36,0.648,30,3D,Without Mesh,Zero,PLA
233,0.326,3.39,0.651,30,3D,Without Mesh,Zero,PLA
234,0.328,3.4,0.655,30,3D,Without Mesh,Zero,PLA
236,0.33,3.43,0.659,30,3D,Without Mesh,Zero,PLA
237,0.332,3.44,0.664,30,3D,Without Mesh,Zero,PLA
238,0.334,3.46,0.667,30,3D,Without Mesh,Zero,PLA
239,0.336,3.48,0.671,30,3D,Without Mesh,Zero,PLA
240,0.338,3.49,0.675,30,3D,Without Mesh,Zero,PLA
242,0.34,3.51,0.679,30,3D,Without Mesh,Zero,PLA
243,0.342,3.53,0.683,30,3D,Without Mesh,Zero,PLA
244,0.344,3.54,0.687,30,3D,Without Mesh,Zero,PLA
246,0.346,3.57,0.691,30,3D,Without Mesh,Zero,PLA
246,0.347,3.58,0.695,30,3D,Without Mesh,Zero,PLA
248,0.349,3.6,0.699,30,3D,Without Mesh,Zero,PLA
249,0.351,3.61,0.703,30,3D,Without Mesh,Zero,PLA
250,0.353,3.63,0.707,30,3D,Without Mesh,Zero,PLA
252,0.355,3.65,0.711,30,3D,Without Mesh,Zero,PLA
253,0.357,3.67,0.715,30,3D,Without Mesh,Zero,PLA
254,0.359,3.69,0.718,30,3D,Without Mesh,Zero,PLA
255,0.361,3.7,0.722,30,3D,Without Mesh,Zero,PLA
256,0.363,3.72,0.726,30,3D,Without Mesh,Zero,PLA
257,0.365,3.74,0.73,30,3D,Without Mesh,Zero,PLA
259,0.367,3.75,0.734,30,3D,Without Mesh,Zero,PLA
260,0.369,3.77,0.738,30,3D,Without Mesh,Zero,PLA
261,0.371,3.79,0.742,30,3D,Without Mesh,Zero,PLA
263,0.373,3.81,0.746,30,3D,Without Mesh,Zero,PLA
264,0.375,3.83,0.75,30,3D,Without Mesh,Zero,PLA
265,0.377,3.84,0.753,30,3D,Without Mesh,Zero,PLA
266,0.379,3.86,0.757,30,3D,Without Mesh,Zero,PLA
267,0.381,3.88,0.761,30,3D,Without Mesh,Zero,PLA
269,0.383,3.9,0.765,30,3D,Without Mesh,Zero,PLA
270,0.385,3.91,0.769,30,3D,Without Mesh,Zero,PLA
271,0.387,3.93,0.773,30,3D,Without Mesh,Zero,PLA
272,0.388,3.95,0.777,30,3D,Without Mesh,Zero,PLA
273,0.39,3.96,0.781,30,3D,Without Mesh,Zero,PLA
274,0.392,3.98,0.785,30,3D,Without Mesh,Zero,PLA
276,0.394,4,0.789,30,3D,Without Mesh,Zero,PLA
277,0.396,4.02,0.793,30,3D,Without Mesh,Zero,PLA
278,0.398,4.04,0.796,30,3D,Without Mesh,Zero,PLA
279,0.4,4.05,0.8,30,3D,Without Mesh,Zero,PLA
281,0.402,4.07,0.804,30,3D,Without Mesh,Zero,PLA
282,0.404,4.09,0.808,30,3D,Without Mesh,Zero,PLA
283,0.406,4.1,0.812,30,3D,Without Mesh,Zero,PLA
284,0.408,4.12,0.816,30,3D,Without Mesh,Zero,PLA
285,0.41,4.14,0.82,30,3D,Without Mesh,Zero,PLA
286,0.412,4.16,0.824,30,3D,Without Mesh,Zero,PLA
288,0.414,4.18,0.827,30,3D,Without Mesh,Zero,PLA
289,0.416,4.19,0.831,30,3D,Without Mesh,Zero,PLA
290,0.418,4.21,0.835,30,3D,Without Mesh,Zero,PLA
291,0.419,4.23,0.839,30,3D,Without Mesh,Zero,PLA
292,0.422,4.24,0.843,30,3D,Without Mesh,Zero,PLA
294,0.423,4.26,0.847,30,3D,Without Mesh,Zero,PLA
295,0.425,4.28,0.851,30,3D,Without Mesh,Zero,PLA
296,0.427,4.3,0.854,30,3D,Without Mesh,Zero,PLA
297,0.429,4.31,0.859,30,3D,Without Mesh,Zero,PLA
299,0.431,4.33,0.863,30,3D,Without Mesh,Zero,PLA
300,0.433,4.35,0.866,30,3D,Without Mesh,Zero,PLA
301,0.435,4.36,0.87,30,3D,Without Mesh,Zero,PLA
302,0.437,4.38,0.874,30,3D,Without Mesh,Zero,PLA
303,0.439,4.4,0.878,30,3D,Without Mesh,Zero,PLA
304,0.441,4.42,0.882,30,3D,Without Mesh,Zero,PLA
306,0.443,4.44,0.886,30,3D,Without Mesh,Zero,PLA
307,0.445,4.45,0.89,30,3D,Without Mesh,Zero,PLA
308,0.447,4.47,0.894,30,3D,Without Mesh,Zero,PLA
309,0.449,4.49,0.898,30,3D,Without Mesh,Zero,PLA
310,0.451,4.5,0.901,30,3D,Without Mesh,Zero,PLA
311,0.453,4.52,0.905,30,3D,Without Mesh,Zero,PLA
313,0.455,4.54,0.909,30,3D,Without Mesh,Zero,PLA
314,0.457,4.55,0.913,30,3D,Without Mesh,Zero,PLA
315,0.459,4.57,0.917,30,3D,Without Mesh,Zero,PLA
316,0.461,4.59,0.921,30,3D,Without Mesh,Zero,PLA
317,0.463,4.61,0.925,30,3D,Without Mesh,Zero,PLA
318,0.464,4.62,0.929,30,3D,Without Mesh,Zero,PLA
320,0.466,4.64,0.933,30,3D,Without Mesh,Zero,PLA
321,0.468,4.65,0.937,30,3D,Without Mesh,Zero,PLA
322,0.47,4.68,0.941,30,3D,Without Mesh,Zero,PLA
323,0.472,4.69,0.945,30,3D,Without Mesh,Zero,PLA
324,0.474,4.71,0.949,30,3D,Without Mesh,Zero,PLA
326,0.476,4.73,0.953,30,3D,Without Mesh,Zero,PLA
327,0.478,4.74,0.956,30,3D,Without Mesh,Zero,PLA
328,0.48,4.76,0.961,30,3D,Without Mesh,Zero,PLA
329,0.482,4.78,0.965,30,3D,Without Mesh,Zero,PLA
330,0.484,4.8,0.968,30,3D,Without Mesh,Zero,PLA
332,0.486,4.82,0.972,30,3D,Without Mesh,Zero,PLA
333,0.488,4.84,0.976,30,3D,Without Mesh,Zero,PLA
